player_id,player_url,stats_url,player_name_clean,bat_matches,bat_innings,bat_not_out,bat_runs,bat_highest_runs,bat_avg,bat_sr,bat_30s,bat_50s,bat_100s,bat_4s,bat_6s,bowl_matches,bowl_innings,bowl_overs,bowl_maidens,bowl_wickets,bowl_runs_conceded,bowl_best_bowling,bowl_3w,bowl_5w,bowl_economy,bowl_avg,bowl_sr,bowl_wides,bowl_noballs,bowl_dot_balls,bowl_4s,bowl_6s,field_matches,field_catches,field_stumpings,field_run_outs,field_assisted_run_outs,field_caught_behind
12957881,https://cricheroes.com/player-profile/12957881/neel-shah,https://cricheroes.com/player-profile/12957881/neel-shah/stats,Neel,122,104,29,937,47,12.49,162.67,6,0,0,41,72,122,106,105.4,1,75,928,03-Jan,1,0,8.78,12.37,8.45,55,43,271,37,59,122,25,1,16,4,2
13967514,https://cricheroes.com/player-profile/13967514/neel-ghelani,https://cricheroes.com/player-profile/13967514/neel-ghelani/stats,Neel,39,38,10,469,35,16.75,122.14,1,0,0,59,5,39,4,6,0,1,46,Jan-18,0,0,7.67,46,36,1,2,17,6,1,39,9,0,4,0,0
10001814,https://cricheroes.com/player-profile/10001814/nikhil-patel,https://cricheroes.com/player-profile/10001814/nikhil-patel/stats,Nikhil,76,57,10,237,26,5.04,98.34,0,0,0,16,9,76,64,61,1,39,611,03-Sep,1,0,10.02,15.67,9.38,27,20,130,38,38,76,13,1,8,2,0
39649135,https://cricheroes.com/player-profile/39649135/nikunj-sanggvi-,https://cricheroes.com/player-profile/39649135/nikunj-sanggvi-/stats,Nikunj,17,6,4,9,5,4.5,64.29,0,0,0,0,0,17,17,17,0,14,140,02-Apr,0,0,8.24,10,7.29,14,7,37,2,8,17,1,5,0,2,0
13053426,https://cricheroes.com/player-profile/13053426/nimesh-patel,https://cricheroes.com/player-profile/13053426/nimesh-patel/stats,Nimesh,67,42,11,119,22,3.84,95.97,0,0,0,7,6,67,42,41.3,0,32,312,03-Sep,1,0,7.52,9.75,7.78,24,16,120,11,19,67,3,0,10,2,0
11590935,https://cricheroes.com/player-profile/11590935/niraj,https://cricheroes.com/player-profile/11590935/niraj/stats,Niraj,89,53,13,195,19,4.88,114.71,0,0,0,8,15,89,52,50.2,0,33,440,03-Feb,1,0,8.74,13.33,9.15,15,21,129,26,25,89,9,3,9,4,0
3415034,https://cricheroes.com/player-profile/3415034/nirav-bhavsar,https://cricheroes.com/player-profile/3415034/nirav-bhavsar/stats,Nirav,216,180,43,1502,53,10.96,146.39,4,3,0,45,115,216,167,214.2,4,127,1662,Apr-15,4,0,7.75,13.09,10.13,150,14,558,69,92,216,73,7,33,10,7
13070734,https://cricheroes.com/player-profile/13070734/nishit-shah,https://cricheroes.com/player-profile/13070734/nishit-shah/stats,Nishit,76,58,10,253,20,5.27,89.4,0,0,0,10,7,76,48,45.3,1,33,385,Mar-15,1,0,8.46,11.67,8.27,20,22,125,13,23,76,10,11,16,5,2
3664955,https://cricheroes.com/player-profile/3664955/nitin-kudale,https://cricheroes.com/player-profile/3664955/nitin-kudale/stats,Nitin,9,7,1,97,42,16.17,110.23,1,0,0,16,2,9,3,3.1,0,0,28,0/9,0,0,8.84,0,0,1,1,7,2,1,9,0,0,0,0,0
11355192,https://cricheroes.com/player-profile/11355192/omi-sanena,https://cricheroes.com/player-profile/11355192/omi-sanena/stats,Omi,21,14,2,39,13,3.25,102.63,0,0,0,0,4,21,13,19.3,0,13,200,02-Sep,0,0,10.26,15.38,9,17,9,46,12,11,21,5,1,2,2,0
43792505,https://cricheroes.com/player-profile/43792505/paresh-gandhi,https://cricheroes.com/player-profile/43792505/paresh-gandhi/stats,Paresh,6,6,1,28,13,5.6,103.7,0,0,0,2,2,6,,,,0,28,,,,,,,,,,,,6,1,0,0,0,0
5210420,https://cricheroes.com/player-profile/5210420/pinak-shah,https://cricheroes.com/player-profile/5210420/pinak-shah/stats,Pinak,44,27,11,52,11,3.25,69.33,0,0,0,3,2,44,29,32,1,23,194,03-Mar,2,0,6.06,8.43,8.35,16,3,95,3,11,44,2,5,4,1,1
